Name,Elevation,Latitude,Longitude,State
PERU PK,3435,43.29444444,-72.93805556,VT
GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT
GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT
RICKER MTN,3410,44.42055556,-72.82611111,VT
NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT
STYLES PK,3392,43.27361111,-72.93861111,VT
MORSE MTN,3390,44.57638889,-72.75222222,VT
SIGNAL MTN,3370,44.20611111,-72.32555556,VT
DEWEY MTN,3370,44.49361111,-72.82194444,VT
CAPE LOOKOFF MTN,3370,43.85555556,-72.97333333,VT
GILLESPIE PK (WHITE ROCKS MTN),3366,43.87138889,-72.97777778,VT
MT CARMEL,3365,43.77444444,-72.92083333,VT
MOTHER MYRICK MTN,3361,43.21333333,-73.11694444,VT
BELVIDERE MTN,3356,44.77305556,-72.55138889,VT
LUDLOW MTN (OKEMO MTN),3343,43.40388889,-72.75194444,VT
ROUND MTN,3342,43.81555556,-72.885,VT
COLD HOLLOW MTNS,3337,44.7875,-72.68944444,VT
GORE MTN,3332,44.91972222,-71.79416667,VT
GLASTENBURY MTN (S PK),3331,42.93833333,-73.05805556,VT
SPRUCE PK,3330,44.55083333,-72.78361111,VT
BOYCE MTN,3323,43.97361111,-72.94111111,VT
BALD MTN,3310,44.76611111,-71.98888889,VT
BEAR MTN,3301,43.20083333,-73.16722222,VT
MT WORCESTER,3293,44.44333333,-72.59222222,VT
GOSHEN MTN,3292,43.82944444,-72.97138889,VT
SALT ASH MTN,3286,43.5025,-72.77444444,VT
BROMLEY,3281,43.22777778,-72.94027778,VT
BLUE RIDGE MTN (S PK),3278,43.67805556,-72.90222222,VT
BURKE MTN,3270,44.57055556,-71.89333333,VT
WORTH MTN,3234,43.91,-72.96416667,VT
ROUND MTN (E PK),3230,43.80611111,-72.8525,VT
GREEN PK (MT AEOLUS),3230,43.24055556,-73.03888889,VT
MONASTERY MTN (W PK),3224,43.90694444,-72.93861111,VT
ADAMS MTN,3214,44.04361111,-72.80916667,VT
SMITH PK,3210,43.57611111,-72.78416667,VT
PHILADELPHIA PK,3203,43.9,-72.88666667,VT
HAYSTACK MTN,3196,44.82333333,-72.53861111,VT
"LUDLOW MTN, S MTN",3179,43.37722222,-72.76444444,VT
SENECA MTN (S PK),3174,44.695,-71.80416667,VT
STERLING RANGE (N PK),3172,44.61416667,-72.76472222,VT
MT ETHAN ALLEN (E PK),3170,44.28444444,-72.86472222,VT
BURNT ROCK MTN,3170,44.2675,-72.89611111,VT
MONASTERY MTN (E PK),3170,43.90333333,-72.91472222,VT
SENECA MTN (E PK),3170,44.6975,-71.77472222,VT
BUTTERFIELD MTN,3167,44.18333333,-72.33972222,VT
KIRBY PK,3150,43.96277778,-72.94555556,VT
MONADNOCK MTN,3148,44.8975,-71.54527778,VT
MT MAYO,3143,44.46222222,-72.83888889,VT
CORPORATION MTN,3142,43.82916667,-72.87944444,VT
MT ASCUTNEY,3140,43.44361111,-72.455,VT
NORTHFIELD MTNS (S PK),3130,44.01833333,-72.80972222,VT
GLASTENBURY MTN (NE PK),3130,43.05,-73.0075,VT
UNNAMED PK (READSBORO),3120,42.84888889,-72.97,VT
WOODWARD MTN,3110,44.40666667,-72.83305556,VT
WOODLAWN MTN,3110,43.3375,-73.09833333,VT
GRASS MTN,3109,43.05277778,-73.22416667,VT
HOUGHTON MTN,3095,42.81888889,-73.08555556,VT
UNNAMED PK (BRANCH POND),3090,43.06638889,-73.01694444,VT
KNOX MTN (M PK),3086,44.16527778,-72.35666667,VT
EAST HAVEN MTN,3070,44.62138889,-71.83333333,VT
RICE MTN,3066,44.05638889,-72.80166667,VT
UNNAMED PK (MOSS GLEN FALLS),3062,44.03194444,-72.88555556,VT
MT TABOR,3061,43.28194444,-72.96694444,VT
UMPIRE MTN,3051,44.56972222,-71.9575,VT
BALD HILL,3050,44.31916667,-72.90777778,VT
BLUE RIDGE MTN (N PK),3050,43.69194444,-72.91277778,VT
SENECA MTN (N PK),3049,44.71277778,-71.80166667,VT
SPRUCE PK,3033,43.04444444,-73.21027778,VT
SPRUCE MTN,3030,44.23444444,-72.35555556,VT
BRAINTREE MTN (N PK),3030,43.95305556,-72.78583333,VT
UNNAMED PK (STAMFORD),3025,42.78666667,-73.1225,VT
UNNAMED PK (TELEPHONE GAP),3022,43.75111111,-72.88833333,VT
GILPIN MTN,3015,44.90861111,-72.49527778,VT
NORTH JAY PK (SW PK),3015,44.94083333,-72.57666667,VT
HOOSAC RANGE,3010,42.75777778,-73.02666667,VT
TILLOTSON PK,3002,44.80666667,-72.55361111,VT
BEAR,2996,43.8703,-72.9556,VT
UNNAMED,2995,43.2278,-71.0597,VT
E KNOX,2990,44.1683,-71.66,VT
UNNAMED (STAMFORD POND PEAK),2970,42.8169,-72.9411,VT
S DORSET,2970,43.2856,-72.9328,VT
MEACHAM SWAMP PEAK,2970,44.9075,-70.3608,VT
CLARK,2970,44.4789,-71.1586,VT
MOLLY STARK,2967,44.5553,-71.0733,VT
PETE PARENT,2963,43.3219,-71.0953,VT
N RICE,2963,42.9872,-71.1639,VT
GILLESPIE,2956,43.9561,-71.1239,VT
UNNAMED (BLUE BROOK),2954,42.9942,-71.1267,VT
ROCHESTER,2953,43.8669,-71.2517,VT
RICE HILL,2950,42.9783,-71.1725,VT
MIDDLE,2947,44.9172,-70.1683,VT
GLEBE,2943,43.1889,-71.2392,VT
LYE BROOK MEADOWS PEAK,2941,43.08,-72.9542,VT
BUCHANAN,2940,44.8786,-71.4908,VT
STRATTON POND PEAK,2938,43.1142,-71.0303,VT
ROUND,2932,44.9331,-70.2125,VT
N SNOW,2929,42.9894,-71.0903,VT
DOMEY'S DOME,2923,44.8914,-71.5003,VT
W WINDFARM,2923,42.8719,-71.0156,VT
SCRUB HILL,2916,42.8053,-72.8922,VT
SCRAG,2911,44.1561,-71.2272,VT
BONE,2910,44.4025,-71.1556,VT
NS BRAINTREE,2895,43.9342,-71.2181,VT
GOODWIN,2890,44.7742,-71.9931,VT
DOWNER GLEN PEAK,2886,43.1378,-72.9864,VT
NE DEVIL'S DEN PEAK,2884,43.3597,-71.1275,VT
DARNING NEEDLE,2883,43.7353,-71.1511,VT
TERRIBLE,2882,43.3136,-71.2564,VT
S TILLOTSON,2881,44.7958,-71.4403,VT
NETOP,2878,43.2714,-72.9667,VT
N BAKER,2864,43.3289,-71.04,VT
BALD,2857,42.9222,-72.8558,VT
S LINCOLN GAP PEAK,2850,44.0808,-71.0719,VT
RED,2846,43.1075,-72.8319,VT
NN TERRIBLE,2844,43.3403,-71.2442,VT
NW KNOX,2837,44.1706,-71.6319,VT
SE BULL HILL,2836,43.6781,-71.3281,VT
TINMOUTH,2835,43.4194,-72.9242,VT
MT HOLLY PEAK,2825,43.3753,-71.1564,VT
S ROXBURY GAP PEAK,2823,44.0892,-71.2097,VT
BLACK,2822,44.9272,-70.2525,VT
N BURNT,2821,44.1311,-71.2217,VT
JOB,2810,44.7614,-70.0364,VT
NE S POND PEAK,2810,43.7186,-71.1328,VT
PEABODY HILL,2808,43.3253,-71.1622,VT
ELBOW PEAK,2808,43.6822,-71.1425,VT
WOLF HILL,2805,43.7097,-71.2128,VT
BURNT,2803,43.5417,-71.2278,VT
SPRUCE PEAK,2803,43.2397,-72.8589,VT
LARAWAY,2795,44.7258,-71.2881,VT
NW BOLTON,2790,44.4561,-71.1414,VT
S NORTHFIELD,2790,43.9775,-71.1972,VT
S BLUFF,2789,44.8581,-70.1375,VT
EAST,2787,43.6525,-71.2483,VT
SW COLD HOLLOW,2785,44.7767,-71.2878,VT
THE DOME,2784,42.7697,-72.8303,VT
DEER LEAP,2782,43.6703,-71.0806,VT
DORSET HILL,2782,43.2608,-72.9669,VT
WHEELOCK,2782,44.5575,-71.84,VT
WILDER,2782,43.3956,-71.09,VT
NORTH POND PEAK,2781,43.7436,-71.1178,VT
WILLARD,2779,43.3881,-71.1078,VT
S BRAINTREE,2778,43.9067,-71.2328,VT
N BLUFF,2774,44.8664,-70.1472,VT
PROSPECT,2767,42.875,-72.9333,VT
PISGAH,2766,44.73,-71.9689,VT
NW PEABODY,2766,43.34,-71.1447,VT
BULL,2758,44.73,-70.1611,VT
THE BALL,2755,43.0622,-72.8036,VT
NICKWAKET,2753,43.7789,-71.0058,VT
CUSHMAN,2750,43.8975,-71.2353,VT
KIRBY,2750,44.5467,-70.0947,VT
WOZNIAK,2750,44.77,-70.0281,VT
SS BRAINTREE,2748,42.9136,-71.2342,VT
STONE,2736,44.5608,-70.3342,VT
SE PHILADELPHIA,2735,42.8883,-71.1378,VT
SABLE,2734,44.9225,-70.3139,VT
WEST,2733,44.7094,-70.2958,VT
BROUSSEAU,2732,44.9678,-70.2608,VT
LITTLE WILCOX,2730,43.82,-71.1708,VT
N ELBOW,2730,43.7081,-71.1342,VT
HERRICK,2726,43.5625,-72.9011,VT
HAYSTACK,2724,44.7461,-71.9981,VT
E ROUND,2714,44.9375,-70.2272,VT
DAVE'S,2707,43.7319,-71.1289,VT
UNNAMED (N SHAGBACK),2704,43.6242,-71.2222,VT
