Rank,Name,Elevation,Prominence,Latitude,Longitude,State
63,BURKE MTN,3270,1600,44.57055556,-71.89333333,VT
64,WORTH MTN,3234,784,43.91,-72.96416667,VT
65,ROUND MTN (E PK),3230,580,43.80611111,-72.8525,VT
66,GREEN PK (MT AEOLUS),3230,1140,43.24055556,-73.03888889,VT
67,MONASTERY MTN (W PK),3224,854,43.90694444,-72.93861111,VT
68,ADAMS MTN,3214,1804,44.04361111,-72.80916667,VT
69,SMITH PK,3210,320,43.57611111,-72.78416667,VT
70,PHILADELPHIA PK,3203,633,43.9,-72.88666667,VT
71,HAYSTACK MTN,3195,587,44.82333333,-72.53861111,VT
72,"LUDLOW MTN, S MTN",3179,768,43.37722222,-72.76444444,VT
73,SENECA MTN (S PK),3174,624,44.695,-71.80416667,VT
74,STERLING RANGE (N PK),3172,802,44.61416667,-72.76472222,VT
75,SENECA MTN (E PK),3170,320,44.6975,-71.77472222,VT
76,MT ETHAN ALLEN (E PK),3170,230,44.28444444,-72.86472222,VT
77,MONASTERY MTN (E PK),3170,288,43.90333333,-72.91472222,VT
78,BURNT ROCK MTN,3170,220,44.2675,-72.89611111,VT
79,BUTTERFIELD MTN,3167,777,44.18333333,-72.33972222,VT
80,KIRBY PK,3150,200,43.96277778,-72.94555556,VT
81,MONADNOCK MTN,3148,1538,44.8975,-71.54527778,VT
82,MT MAYO,3143,273,44.46222222,-72.83888889,VT
83,MT ASCUTNEY,3140,2289,43.44361111,-72.455,VT
84,NORTHFIELD MTNS (S PK),3130,380,44.01833333,-72.80972222,VT
85,GLASTENBURY MTN (NE PK),3130,230,43.05,-73.0075,VT
86,UNNAMED PK (READSBORO),3120,850,42.84888889,-72.97,VT
87,WOODWARD MTN,3110,200,44.40666667,-72.83305556,VT
88,WOODLAWN MTN,3110,1380,43.3375,-73.09833333,VT
89,GRASS MTN,3109,2199,43.05277778,-73.22416667,VT
90,HOUGHTON MTN,3095,698,42.81888889,-73.08555556,VT
91,UNNAMED PK (BRANCH POND),3090,320,43.06638889,-73.01694444,VT
92,KNOX MTN (M PK),3086,696,44.16527778,-72.35666667,VT
93,EAST HAVEN MTN,3070,860,44.62138889,-71.83333333,VT
94,RICE MTN,3066,216,44.05638889,-72.80166667,VT
95,UNNAMED (MOSS GLEN FALLS),3062,212,44.03194444,-72.88555556,VT
96,MT TABOR,3061,237,43.28194444,-72.96694444,VT
97,UMPIRE MTN,3051,981,44.56972222,-71.9575,VT
98,BLUE RIDGE MTN (N PK),3050,205,43.69194444,-72.91277778,VT
99,BALD HILL,3050,260,44.31916667,-72.90777778,VT
100,SENECA MTN (N PK),3049,218,44.71277778,-71.80166667,VT
101,SPRUCE PK,3033,463,43.04444444,-73.21027778,VT
102,SPRUCE MTN,3030,860,44.23444444,-72.35555556,VT
103,BRAINTREE MTN (N PK),3030,640,43.95305556,-72.78583333,VT
104,UNNAMED (STAMFORD),3025,535,42.78666667,-73.1225,VT
105,UNNAMED (TELEPHONE GAP),3022,712,43.75111111,-72.88833333,VT
106,NORTH JAY PK (SW PK),3015,407,44.94083333,-72.57666667,VT
107,GILPIN MTN,3015,781,44.90861111,-72.49527778,VT
108,HOOSAC RANGE,3010,1104,42.75777778,-73.02666667,VT
109,TILLOTSON PK,2998,390,44.8058,-72.5509,VT
110,BEAR,2996,,43.8703,-72.9556,VT
111,UNNAMED (READSBORO),2995,,42.82437,-72.94407,VT
112,E KNOX,2990,,44.1683,-72.34001,VT
113,UNNAMED (STAMFORD POND PEAK),2970,,42.81672,-73.05897,VT
114,S DORSET,2970,,43.28539,-73.06724,VT
115,MEACHAM SWAMP PEAK,2970,,44.9023,-71.6318,VT
116,CLARK,2970,,44.47889,-72.8414,VT
117,MOLLY STARK,2967,,44.22194,-72.92665,VT
118,PETE PARENT,2963,,43.32194,-72.90473,VT
119,N RICE,2963,,42.98722,-72.83612,VT
120,GILLESPIE,2956,,43.95611,-72.87612,VT
121,UNNAMED (BLUE BROOK),2954,,42.99416,-72.87334,VT
122,ROCHESTER,2953,,43.86694,-72.74834,VT
123,RICE HILL,2950,,42.97833,-72.8275,VT
124,MIDDLE,2947,,44.91722,-71.83168,VT
125,GLEBE,2943,,43.18888,-72.76084,VT
126,LYE BROOK MEADOWS PEAK,2941,,43.08084,-73.04601,VT
127,BUCHANAN,2940,,44.87861,-72.50917,VT
128,STRATTON POND PEAK,2938,,43.11416,-72.96972,VT
129,ROUND,2932,,44.93305,-71.7875,VT
130,N SNOW,2929,,42.9894444,-72.9097222,VT
131,W WINDFARM,2923,,42.8719444,-72.9844444,VT
132,DOMEYS DOME,2923,,44.8913889,-72.4997222,VT
133,SCRUB HILL,2916,,42.8052778,-73.1077778,VT
134,SCRAG,2911,,44.1561111,-72.7727778,VT
135,BONE,2910,,44.4025,-72.8444444,VT
136,NS BRAINTREE,2895,,43.9341,-72.7764,VT
137,GOODWIN,2890,,44.7741667,-72.0069444,VT
138,DOWNER GLEN PEAK,2886,,43.1377778,-73.0136111,VT
139,NE DEVILS DEN PEAK,2884,,43.3597222,-72.8725,VT
140,DARNING NEEDLE,2883,,43.7352,-72.8488,VT
141,TERRIBLE,2882,,43.3135,-72.7436,VT
142,S TILLOTSON,2881,,44.7957,-72.5597,VT
143,NETOP,2878,,43.2769,-73.0298,VT
144,N BAKER,2864,,43.32889,-72.9602,VT
145,BUCKBALL PEAK,2864,,43.3428,-72.9427,VT
146,BALD,2857,,42.9221,-73.1439,VT
147,S LINCOLN GAP PEAK,2850,,44.08083,-72.928,VT
148,RED,2846,,43.108,-73.168,VT
149,NN TERRIBLE,2844,,43.3402,-72.7558,VT
150,NW KNOX,2837,,44.1706,-72.3679,VT
151,CHATEAUGUAY PEAK,2836,1486,43.678,-72.6721,VT
152,TINMOUTH,2835,,43.4194,-73.0761,VT
153,MT HOLLY PEAK,2825,,43.3749,-72.8436,VT
154,S ROXBURY GAP PEAK,2823,,44.0893,-72.7902,VT
155,BLACK,2822,,44.9271,-71.7475,VT
156,N BURNT,2821,,44.1311,-72.7783,VT
157,NE S POND PEAK,2810,,43.7184,-72.8673,VT
158,JOBS,2810,,44.7613,-71.9636,VT
159,PEABODY HILL,2808,,43.3252,-72.8374,VT
160,ELBOW PEAK,2808,,43.68222,-72.8577,VT
161,WOLF HILL,2805,,43.7094,-72.7874,VT
162,SPRUCE PEAK,2803,,43.2397,-73.1411,VT
163,BURNT,2803,,43.5416,-72.7722,VT
164,LARAWAY,2795,1527,44.7259,-72.7119,VT
165,S NORTHFIELD,2790,,43.9775,-72.8027,VT
166,NW BOLTON,2790,,44.4561,-72.8585,VT
167,S BLUFF,2789,,44.858,-71.8625,VT
168,EAST,2787,,43.6526,-72.7518,VT
169,SW COLD HOLLOW,2785,,44.7764,-72.7105,VT
170,THE DOME,2784,,42.7788,-73.1704,VT
171,WILDER,2782,,43.3955,-72.91,VT
172,WHEELOCK,2782,,44.5576,-72.16,VT
173,DORSET HILL,2782,,43.2606,-73.0328,VT
174,DEER LEAP,2782,,43.67,-72.8363,VT
175,NORTH POND PEAK,2781,,43.7435,-72.8822,VT
176,WILLARD,2779,,43.3878,-72.8922,VT
177,S BRAINTREE,2778,,43.9232,-72.7671,VT
178,N BLUFF,2774,,44.8663,-71.8526,VT
179,PROSPECT,2767,,42.875,-73.06667,VT
180,PISGAH,2766,,44.7296,-72.0303,VT
181,NW PEABODY,2766,,43.34,-72.855,VT
182,BULL,2758,,44.7299,-71.839,VT
183,THE BALL,2755,,43.0623,-73.1965,VT
184,NICKWAKET,2753,,43.7788,-72.994,VT
185,WOZNIAK,2750,,44.7696,-71.9722,VT
186,KIRBY,2750,,44.5471,-71.9044,VT
187,CUSHMAN,2750,,43.8974,-72.7648,VT
188,SS BRAINTREE,2748,,43.91357,-72.76584,VT
189,STONE,2736,,44.561,-71.6659,VT
190,SE PHILADELPHIA,2735,,43.88833,-72.8431,VT
191,SABLE,2734,,44.9226,-71.6862,VT
192,WEST,2733,,44.7093,-71.7043,VT
193,BROUSSEAU,2732,,44.9678,-71.7393,VT
194,N ELBOW,2730,,43.7077,-72.8658,VT
195,LITTLE WILCOX,2730,,43.8199,-72.829,VT
196,HERRICK,2726,1536,43.5625,-73.099,VT
197,HAYSTACK,2724,,44.7461,-72.002,VT
198,E ROUND,2714,,44.9373,-71.7728,VT
199,DAVES,2707,,43.7321,-72.871,VT
200,UNNAMED (N SHAGBACK),2704,,43.6184,-72.7826,VT
201,PIGEON POND PEAK,2702,,44.2426,-72.3145,VT
