Name,Elevation,Latitude,Longitude,State
MT KATAHDIN (BAXTER PK),5268,45.90416667,-68.92194444,ME
MT KATAHDIN (HAMLIN PK),4756,45.92416667,-68.92833333,ME
SUGARLOAF MTN,4250,45.03166667,-70.31361111,ME
CROCKER MTN,4228,45.04694444,-70.38333333,ME
OLD SPECK MTN,4170,44.57083333,-70.95416667,ME
NORTH BROTHER,4151,45.95694444,-68.98583333,ME
BIGELOW MTN (WEST PK),4145,45.14666667,-70.28861111,ME
SADDLEBACK MTN,4120,44.93638889,-70.505,ME
BIGELOW MTN (AVERY PK),4090,45.14666667,-70.27583333,ME
SOUTH CROCKER MTN,4050,45.03611111,-70.37638889,ME
MT ABRAHAM,4050,44.97277778,-70.32694444,ME
SADDLEBACK MTN THE HORN,4041,44.95111111,-70.4875,ME
SPAULDING MTN,4010,45.00277778,-70.33388889,ME
MT REDINGTON,4010,45.025,-70.38916667,ME
SOUTH BROTHER,3970,45.94416667,-69.00222222,ME
SNOW MTN,3960,45.29138889,-70.70972222,ME
GOOSE EYE MTN,3870,44.50277778,-71,ME
FORT MTN,3867,45.96194444,-68.97527778,ME
WHITE CAP MTN,3856,45.23611111,-70.81833333,ME
PANTHER,3855,45.26722222,-70.84166667,ME
"BIGELOW MTN, THE HORNS (S PK)",3805,45.145,-70.32361111,ME
MT COE,3795,45.93361111,-69.00944444,ME
EAST KENNEBAGO MTN,3791,45.12166667,-70.6,ME
"BALDPATE MTN, E PK",3790,44.60916667,-70.89277778,ME
SNOW MTN,3784,45.16916667,-70.82722222,ME
KENNEBAGO DIVIDE (N PK),3775,45.2225,-70.81611111,ME
"SADDLEBACK MTN, THE HORN (N PK)",3772,44.95888889,-70.49222222,ME
ELEPHANT MTN,3772,44.76805556,-70.78222222,ME
REDINGTON POND RANGE (M PK),3770,45.00777778,-70.39472222,ME
MAHOOSUC ARM,3765,44.56055556,-70.97861111,ME
WEST KENNEBAGO MTN (N PK),3750,45.12027778,-70.81611111,ME
MT ABRAHAM (M PK),3750,44.95777778,-70.30472222,ME
COBURN MTN,3730,45.46861111,-70.12694444,ME
